feature1,feature2,target
-1.68,-0.77,0.00
-1.39,-1.09,0.00
1.28,0.57,1.00
-0.89,-1.44,0.00
-1.28,1.12,0.00
-0.72,0.24,0.00
-0.48,0.18,0.00
-0.94,-1.04,0.00
-1.98,0.28,0.00
-1.51,-1.28,0.00
-0.10,1.58,0.00
-1.40,-0.61,0.00
-1.91,-0.24,0.00
-2.21,0.53,0.00
-0.89,1.17,0.00
-1.71,0.04,0.00
-0.97,0.53,0.00
-1.66,0.10,0.00
-1.38,0.84,0.00
1.30,0.22,1.00
-1.36,-1.62,0.00
-1.19,-0.46,0.00
1.10,0.74,1.00
-1.68,-1.06,0.00
-1.08,-1.04,0.00
1.06,-1.66,1.00
0.95,1.00,1.00
-0.64,0.37,0.00
-1.27,0.18,1.00
-0.74,1.14,0.00
-1.53,-0.87,0.00
-1.02,-1.14,0.00
-0.55,-0.46,0.00
-0.86,-1.51,0.00
-1.14,-1.57,0.00
-0.56,-0.29,0.00
-1.97,1.37,0.00
-1.55,2.07,0.00
-1.38,-1.70,0.00
-2.13,-1.63,0.00
-0.86,0.23,0.00
-1.65,-1.12,0.00
0.18,1.23,0.00
0.21,0.86,0.00
-0.79,1.42,0.00
-1.29,-2.13,0.00
-1.59,-1.49,0.00
-1.13,0.17,0.00
-1.64,0.66,0.00
-1.18,0.95,0.00
-0.86,1.14,0.00
-1.24,1.14,0.00
-1.52,0.03,0.00
-1.15,1.78,0.00
-1.07,1.68,0.00
-1.47,-1.33,0.00
-0.79,-1.63,0.00
-0.86,-0.04,0.00
-0.38,-0.78,0.00
-0.45,-0.49,0.00
-1.30,-1.43,0.00
-0.01,-0.70,0.00
1.35,0.13,1.00
1.08,-0.37,1.00
0.88,-1.46,1.00
-0.15,1.34,0.00
-0.63,0.01,0.00
-1.45,-0.68,0.00
0.74,-1.36,1.00
-0.84,-0.84,0.00
-1.37,-1.50,0.00
-0.67,0.42,0.00
-1.50,0.92,0.00
-0.80,-0.78,0.00
1.05,-1.59,1.00
-1.03,-1.06,0.00
-0.75,1.22,0.00
-1.86,-0.84,0.00
0.04,-0.21,0.00
-0.92,-0.02,0.00
-1.06,0.01,0.00
-0.36,-0.36,0.00
-1.06,-1.14,0.00
-0.47,1.72,0.00
-1.22,-1.51,0.00
-1.64,-1.01,0.00
-1.57,-1.99,0.00
-1.10,-0.88,0.00
-0.63,-0.66,0.00
-0.19,1.88,0.00
-0.95,-0.89,0.00
-0.77,1.93,0.00
0.94,1.46,1.00
-1.32,0.96,0.00
-1.22,-0.81,0.00
-0.52,-1.07,0.00
-0.63,-0.63,0.00
-0.52,-0.42,0.00
-1.43,0.44,0.00
-0.89,-1.09,0.00
-0.55,-1.37,0.00
-1.13,-1.46,0.00
-1.91,-1.82,0.00
-0.45,-1.34,0.00
-1.23,-1.40,0.00
-0.55,1.47,0.00
-1.50,-0.81,0.00
-0.65,2.32,0.00
-0.95,1.30,0.00
-1.39,1.69,0.00
-0.39,-0.49,0.00
-1.26,-0.36,0.00
-0.51,2.21,0.00
1.05,1.26,1.00
0.06,-1.37,0.00
-0.88,0.84,0.00
-1.81,-1.63,0.00
-0.74,-0.19,0.00
0.93,-1.33,1.00
-1.22,0.33,0.00
-0.43,-0.76,0.00
-0.40,0.42,0.00
-0.41,0.61,0.00
-1.72,0.03,0.00
-0.53,-0.82,0.00
-2.01,-1.30,0.00
0.15,0.21,0.00
1.43,0.25,1.00
-1.26,-0.50,0.00
0.98,-0.62,1.00
-0.89,-0.66,0.00
-0.71,-1.48,0.00
-0.66,-1.42,1.00
-0.70,-0.81,0.00
1.04,-0.16,1.00
0.98,-0.76,1.00
-2.10,1.60,0.00
-1.39,-0.61,0.00
-1.02,-0.77,0.00
-1.13,-1.56,0.00
-1.10,-1.08,0.00
-1.08,1.16,0.00
-1.74,-1.03,0.00
1.05,0.71,1.00
-0.38,0.22,0.00
-0.98,0.17,0.00
-0.84,1.38,0.00
-0.84,0.68,0.00
-0.71,0.46,0.00
-1.08,-1.23,0.00
-1.28,0.95,0.00
-0.48,-1.52,0.00
-0.24,1.16,0.00
-0.59,0.82,0.00
-0.55,-0.17,0.00
-0.31,-0.77,0.00
-0.99,1.21,0.00
-1.81,1.04,0.00
-1.11,-1.11,0.00
-0.53,-0.37,0.00
-1.60,0.38,0.00
0.74,0.62,0.00
-0.65,1.25,0.00
0.94,-1.77,1.00
-1.12,1.30,0.00
-1.66,1.23,0.00
0.94,-0.15,1.00
-1.18,0.93,0.00
-1.66,0.70,0.00
-1.24,1.07,0.00
-1.35,1.80,0.00
-0.85,-0.65,0.00
-0.98,1.37,0.00
-1.22,1.52,0.00
-1.45,0.42,0.00
-1.91,-0.97,0.00
-0.89,1.19,0.00
-0.54,1.42,0.00
1.09,-0.75,1.00
-0.93,0.56,0.00
-1.35,1.06,0.00
-0.84,-0.65,0.00
-0.38,0.34,0.00
-1.46,1.20,0.00
-0.76,-1.49,0.00
-1.01,1.63,0.00
-0.35,-0.41,0.00
-1.37,1.81,0.00
-1.09,-0.93,0.00
-0.32,1.02,0.00
-0.92,-1.28,0.00
0.70,1.64,1.00
-0.83,-0.90,0.00
-0.94,-1.48,0.00
-1.22,-0.66,0.00
-0.56,-0.05,0.00
-1.06,0.32,0.00
0.77,1.25,1.00
-0.95,-0.57,0.00
-1.03,-0.65,0.00
0.03,1.92,0.00
-1.04,0.05,0.00
-1.56,1.05,0.00
0.97,1.21,0.00
-1.00,-0.32,0.00
-0.83,1.85,0.00
-0.87,-0.11,0.00
-1.27,0.69,0.00
-0.61,-1.25,0.00
-0.67,-0.67,0.00
-1.41,-1.32,0.00
-0.75,-0.43,0.00
0.37,1.82,0.00
-0.51,0.03,0.00
-0.98,1.30,0.00
0.64,1.75,1.00
-0.44,-0.58,0.00
-0.95,1.26,0.00
-0.62,0.75,0.00
-1.00,-1.29,0.00
-1.28,-1.61,0.00
1.01,0.69,1.00
-0.56,1.68,0.00
-2.82,-1.51,0.00
-1.08,-1.03,0.00
-1.81,-1.88,0.00
-0.95,-1.50,0.00
-0.90,1.38,0.00
-2.05,-0.68,1.00
-1.42,1.25,0.00
-1.51,2.59,0.00
-0.94,0.94,0.00
-0.59,0.75,0.00
-1.40,-0.68,0.00
-2.05,-0.25,0.00
-0.72,-1.77,0.00
-1.59,0.46,0.00
-0.82,-0.43,0.00
-1.42,0.15,0.00
-0.49,2.04,0.00
-0.72,0.06,0.00
-0.88,1.17,0.00
1.18,0.59,1.00
-0.73,1.64,0.00
-0.59,0.39,0.00
-0.89,0.57,0.00
-1.62,-0.51,0.00
-1.44,-1.72,0.00
0.67,1.75,1.00
-1.31,0.70,0.00
-0.65,2.12,0.00
1.12,-0.70,1.00
-0.30,-0.99,0.00
-1.36,-1.02,0.00
-0.84,-0.72,0.00
-0.71,0.68,0.00
-0.91,0.92,0.00
-1.76,-1.24,0.00
-1.70,-1.72,0.00
-0.85,0.61,0.00
-1.05,-1.87,0.00
-0.70,-0.94,0.00
-1.93,-1.34,0.00
-0.92,1.46,0.00
-1.45,1.54,0.00
-0.91,1.30,0.00
-0.52,1.13,0.00
-0.98,0.76,0.00
-1.67,-0.48,0.00
-0.72,-0.55,0.00
-1.51,1.23,0.00
-1.38,0.43,0.00
-1.89,0.77,0.00
-1.12,1.41,0.00
-1.55,0.65,0.00
-1.13,-0.73,0.00
-0.63,-1.01,0.00
-1.02,1.54,0.00
-1.05,-0.61,0.00
-1.68,-0.81,0.00
-2.31,1.53,0.00
-0.86,1.97,0.00
-0.72,0.60,0.00
-0.80,-2.23,0.00
1.00,-0.82,1.00
-1.47,0.62,0.00
-1.45,-2.30,0.00
-1.41,1.95,0.00
1.11,-1.22,1.00
1.00,-2.24,1.00
-1.01,-0.42,0.00
-0.73,-0.19,0.00
-0.85,0.39,0.00
-0.92,1.22,0.00
-1.35,-0.60,0.00
-1.18,-0.37,0.00
0.65,1.61,1.00
-0.75,0.44,0.00
-1.35,-1.67,0.00
0.81,1.69,1.00
-0.63,1.09,0.00
-1.75,0.38,0.00
1.05,-0.71,1.00
-1.37,0.64,0.00
-0.71,-1.00,0.00
-0.08,-1.74,0.00
-0.45,0.94,0.00
-1.18,1.31,0.00
-0.65,1.21,0.00
-1.22,1.90,0.00
-1.48,0.14,0.00
-0.38,-1.43,0.00
-1.46,1.54,0.00
-1.51,-1.34,0.00
-0.85,1.19,0.00
-0.76,0.45,0.00
-0.55,-0.09,0.00
-1.13,-1.81,0.00
-1.58,-0.67,0.00
-0.51,-0.99,0.00
-1.03,0.75,0.00
-1.35,-0.80,0.00
-0.99,-0.52,0.00
-1.37,-1.23,0.00
-0.32,1.15,0.00
-0.83,-0.09,0.00
-0.45,1.98,0.00
-0.69,1.08,0.00
-1.15,1.12,0.00
-0.71,2.41,0.00
-1.53,-0.77,0.00
-0.17,-1.01,0.00
-1.45,-0.47,0.00
-0.39,0.83,0.00
-0.76,-1.08,0.00
-0.84,0.80,0.00
-1.30,1.01,0.00
-0.80,1.87,0.00
-0.76,-0.35,0.00
-1.10,0.95,0.00
0.92,-0.78,1.00
-1.06,-1.99,0.00
-0.66,0.97,0.00
-0.57,-1.04,0.00
-1.17,1.14,0.00
-1.12,-1.65,0.00
-0.63,-0.36,0.00
-0.45,1.74,0.00
-0.91,1.66,0.00
1.38,-1.62,1.00
-0.63,-0.38,0.00
0.84,1.72,1.00
-0.83,-0.53,0.00
0.64,1.94,1.00
-1.21,1.62,0.00
-0.75,2.93,0.00
0.81,1.49,1.00
-1.32,-0.36,0.00
-2.05,-1.31,0.00
0.98,-0.96,1.00
-0.83,0.87,0.00
-0.00,-0.53,0.00
-1.35,-0.27,0.00
-1.64,-1.45,0.00
-1.87,0.58,0.00
-1.77,0.82,0.00
-0.75,0.94,0.00
-0.65,0.77,0.00
1.02,-0.99,1.00
-1.40,0.29,0.00
-0.92,1.26,0.00
1.14,0.55,1.00
-0.58,-2.28,0.00
-1.36,1.32,0.00
-0.35,0.06,0.00
-1.23,-1.23,0.00
-2.12,0.43,0.00
-1.19,-1.05,0.00
-0.23,-0.43,0.00
-1.48,2.46,0.00
-0.35,1.57,0.00
-0.59,0.04,0.00
-0.12,0.64,0.00
-0.27,-1.55,0.00
-1.18,1.20,0.00
-0.97,0.02,0.00
-0.25,-1.22,0.00
-0.08,-2.24,0.00
-0.99,-0.62,0.00
-0.44,1.52,0.00
-1.23,0.43,0.00
-1.02,-1.90,0.00
-1.25,0.29,0.00
-0.21,2.21,0.00
-1.46,1.23,0.00
-1.47,-1.19,0.00
-2.23,-1.48,0.00
-1.85,-0.46,0.00
-1.23,1.99,0.00
-1.45,1.22,1.00
-0.61,0.97,0.00
-0.31,-1.03,0.00
-0.68,1.79,0.00
-1.17,-0.13,0.00
-0.71,2.09,0.00
-1.07,-1.19,0.00
-1.18,-0.45,0.00
0.84,1.31,1.00
-1.12,-0.94,0.00
-0.52,0.90,0.00
-0.03,1.08,0.00
-0.79,1.20,0.00
-0.56,2.80,0.00
-2.37,-2.00,0.00
-1.48,1.16,0.00
-1.44,0.97,0.00
-1.13,1.49,0.00
-0.56,-0.62,0.00
0.14,-0.89,0.00
0.93,1.43,1.00
-1.40,-1.39,0.00
-1.09,1.57,0.00
-1.15,1.37,1.00
-1.31,-1.58,0.00
-0.64,-0.22,0.00
-0.71,-1.15,0.00
-0.15,-0.99,0.00
-0.77,-0.01,0.00
-1.36,-0.76,0.00
-0.28,0.51,0.00
-0.76,1.03,0.00
1.16,-0.65,1.00
0.91,0.92,1.00
-1.15,0.74,0.00
-0.66,0.72,0.00
-0.47,1.70,0.00
-0.57,1.48,0.00
-0.03,-0.49,0.00
-0.29,0.89,0.00
-1.17,0.63,0.00
-0.95,0.70,0.00
-1.10,-0.82,0.00
-0.68,0.71,0.00
-1.25,-1.24,0.00
-1.78,-1.36,0.00
-0.04,0.98,0.00
-1.33,1.40,0.00
-0.16,1.30,0.00
-1.52,-0.53,0.00
-0.43,0.02,0.00
1.40,0.08,1.00
-1.43,-1.45,0.00
-1.33,0.05,0.00
-1.10,0.64,0.00
-0.86,-0.10,0.00
-0.65,-0.76,0.00
-1.20,-0.21,0.00
-1.02,-0.59,0.00
-1.14,-1.56,0.00
-0.68,1.44,0.00
-0.34,1.30,0.00
-0.99,0.97,0.00
-0.65,-0.33,0.00
-0.12,0.39,0.00
-1.88,-1.56,0.00
-0.48,-2.09,0.00
-1.59,-1.18,0.00
-1.34,1.35,0.00
-1.36,0.86,0.00
-1.70,-0.36,0.00
-0.53,1.55,0.00
-1.48,-0.88,0.00
1.05,-0.31,1.00
-1.49,1.26,0.00
1.01,1.02,1.00
-1.87,2.04,0.00
-1.43,-1.10,0.00
-0.56,1.40,0.00
-1.11,-0.18,0.00
-0.62,-1.92,0.00
-1.52,1.06,0.00
-0.28,-0.46,0.00
-1.62,-0.95,0.00
-1.12,-0.77,0.00
1.26,0.22,1.00
0.92,-0.38,1.00
-0.39,1.19,0.00
-1.43,0.18,0.00
-1.28,2.59,0.00
-1.16,1.61,0.00
-0.82,2.55,0.00
-0.96,-0.64,0.00
-1.14,-0.13,0.00
-0.22,-1.41,0.00
-0.15,0.34,0.00
-0.69,-1.54,0.00
-1.82,-1.71,0.00
-1.46,-1.59,0.00
0.74,1.42,1.00
-1.07,1.42,0.00
-1.51,0.55,0.00
-0.63,-1.48,0.00
-0.58,-0.78,0.00
-1.75,-1.12,0.00
-1.99,1.08,0.00
-1.46,-1.48,0.00
-1.51,1.30,0.00
-1.89,1.05,0.00
-0.20,-1.48,0.00
-0.19,-1.34,0.00
0.31,1.89,0.00
-1.27,-2.33,0.00
-0.35,-0.14,0.00
-1.36,-0.87,0.00
1.11,-2.12,1.00
-0.96,1.22,0.00
-0.27,-0.16,0.00
-0.73,1.67,0.00
-0.40,-2.18,0.00
1.30,0.45,1.00
-0.82,1.41,0.00
-0.90,-0.24,0.00
-0.90,-0.86,0.00
-1.43,-1.03,0.00
-1.46,-1.03,0.00
-0.32,-1.42,0.00
0.88,-1.08,1.00
-0.67,0.53,0.00
1.10,-0.12,1.00
-1.68,0.04,0.00
-1.04,-1.29,0.00
1.11,0.80,1.00
-0.76,-1.33,0.00
-1.18,-0.43,0.00
-0.92,-0.11,0.00
-0.18,-1.09,0.00
-1.64,-1.22,0.00
-1.19,0.42,0.00
-1.82,-0.38,0.00
-0.62,-1.54,0.00
-0.47,-0.48,0.00
-0.57,-0.88,0.00
-0.13,-1.18,0.00
-0.18,-0.41,0.00
-1.19,-0.56,0.00
-1.90,-1.11,0.00
-0.99,-1.13,0.00
-1.42,-2.30,0.00
-1.51,-0.97,0.00
0.93,-1.55,1.00
-0.10,-1.69,0.00
-1.87,0.23,0.00
-1.51,-0.72,0.00
-0.30,0.57,0.00
0.66,1.90,1.00
-0.68,1.36,0.00
-0.81,0.68,0.00
-1.21,-2.23,0.00
-0.95,2.98,0.00
-1.13,-1.93,0.00
-2.80,-0.60,0.00
-0.41,-0.65,0.00
0.69,1.59,1.00
-1.04,0.09,0.00
-0.35,-0.14,0.00
1.21,0.63,1.00
-0.89,0.28,0.00
-0.39,0.65,0.00
-1.05,-2.27,0.00
-0.65,0.24,0.00
-1.09,1.22,0.00
-1.46,2.00,0.00
-0.31,-0.04,0.00
-0.63,0.39,0.00
0.89,-1.63,1.00
-0.60,2.00,0.00
-0.76,0.59,0.00
-1.01,-0.50,0.00
-1.00,-1.99,0.00
-1.10,-1.13,0.00
-1.81,-0.62,0.00
-0.78,-0.92,0.00
-2.03,-1.11,0.00
-2.75,-1.72,0.00
-0.53,2.29,0.00
-0.29,-0.73,0.00
-0.86,-1.94,0.00
-0.41,1.16,0.00
-1.03,0.06,0.00
-0.00,1.17,0.00
-1.86,1.86,0.00
-1.51,-1.20,0.00
-0.51,2.25,0.00
-0.81,1.02,0.00
-0.22,-1.07,0.00
-1.24,-0.70,0.00
-1.01,0.81,0.00
1.00,-0.23,1.00
-2.82,-1.21,0.00
1.05,0.77,1.00
-0.71,0.46,0.00
-1.20,-1.54,0.00
-0.82,0.62,0.00
-0.52,-1.64,0.00
-1.04,1.99,0.00
-1.02,1.50,0.00
-1.10,1.86,1.00
-0.66,-1.08,0.00
-0.11,0.92,0.00
-0.77,-0.50,0.00
-0.22,0.91,0.00
1.16,0.91,1.00
1.04,0.93,1.00
-0.72,-0.03,1.00
-1.25,1.29,0.00
-0.95,-1.74,0.00
0.69,1.84,1.00
-2.39,1.08,0.00
-1.08,-1.29,0.00
-2.08,-1.45,0.00
-0.61,0.89,0.00
-0.36,0.31,0.00
-0.61,0.40,0.00
0.14,0.47,0.00
-0.29,1.20,0.00
-0.18,-0.01,0.00
-2.22,0.87,0.00
-0.86,-1.53,0.00
-1.39,-0.07,0.00
-0.73,-0.85,0.00
-0.72,-1.08,0.00
-1.26,-1.91,0.00
-2.07,1.66,0.00
-1.16,-1.78,0.00
-1.18,-0.95,0.00
-0.98,-1.39,0.00
-1.45,-1.25,0.00
-1.10,0.83,0.00
-0.19,0.02,0.00
-1.21,1.50,0.00
-1.28,0.82,0.00
-0.85,1.06,0.00
1.11,-0.30,1.00
-1.51,0.09,0.00
-1.25,1.40,0.00
-1.09,2.75,0.00
-1.32,0.76,0.00
-1.55,0.53,0.00
-1.46,-0.93,0.00
-0.53,-1.22,0.00
-0.76,-1.70,0.00
-0.14,-1.95,0.00
-1.53,-1.47,0.00
-0.72,0.01,0.00
-1.66,-0.78,0.00
-1.31,-1.33,0.00
-0.69,-0.40,0.00
-1.40,2.14,0.00
-1.22,-1.57,0.00
0.96,-1.72,1.00
-0.78,-0.80,0.00
0.98,0.68,1.00
1.41,0.03,1.00
-0.73,1.10,0.00
-1.09,-1.04,0.00
-1.21,-0.89,0.00
-2.05,0.43,0.00
-0.58,1.10,0.00
-1.26,-1.49,0.00
-1.64,-0.81,0.00
-0.44,-0.21,0.00
-0.54,-1.62,0.00
-1.00,1.66,0.00
-0.19,0.62,0.00
-0.10,-2.32,0.00
1.05,-1.51,1.00
-2.21,-1.07,0.00
-1.35,1.06,0.00
-1.38,0.27,0.00
-1.19,0.76,0.00
-0.52,-0.71,0.00
0.97,-0.85,1.00
-1.46,-1.48,0.00
-0.49,-0.98,0.00
-1.90,-1.60,0.00
-1.75,-0.70,0.00
1.02,0.71,1.00
-0.52,-1.38,0.00
-0.44,1.88,0.00
-0.78,1.28,0.00
0.83,1.17,1.00
1.05,0.75,1.00
1.15,0.84,1.00
-0.80,-0.73,0.00
-1.21,1.31,0.00
-0.89,-1.66,0.00
-1.36,0.56,0.00
-0.97,0.26,0.00
-0.72,1.81,0.00
-0.97,-1.30,0.00
-2.17,-0.66,0.00
-1.30,0.63,0.00
-1.03,-0.49,0.00
-1.09,1.56,0.00
-1.11,0.76,0.00
-0.50,0.13,0.00
0.93,-1.45,1.00
-0.68,-0.30,0.00
-1.08,-1.43,0.00
-0.62,1.46,0.00
0.87,-1.91,1.00
-0.76,0.90,0.00
-0.79,-1.04,0.00
1.08,0.85,1.00
0.98,-1.17,1.00
-1.16,1.28,0.00
1.06,-0.69,1.00
-0.73,-1.11,0.00
-1.07,1.00,0.00
-0.92,0.85,0.00
-1.01,-0.61,0.00
-1.23,-0.94,0.00
-1.32,0.86,0.00
-0.13,-1.47,0.00
-1.53,-0.76,0.00
-0.27,-1.09,0.00
-1.24,-0.26,0.00
-1.13,1.45,0.00
1.04,1.02,1.00
0.05,0.80,0.00
-1.11,-1.14,0.00
-0.93,1.54,0.00
-0.56,-0.09,0.00
-1.55,-0.50,0.00
-0.54,-1.05,0.00
1.18,0.52,1.00
-0.19,0.85,0.00
-0.07,-0.65,0.00
-0.47,0.42,0.00
-0.37,-1.36,0.00
-1.25,-1.69,0.00
-0.92,1.60,0.00
-0.55,-1.40,0.00
-0.45,-1.22,0.00
-0.72,0.86,0.00
-1.18,0.92,0.00
-0.55,0.06,0.00
0.88,1.11,1.00
-1.39,2.14,0.00
-1.08,0.35,0.00
-1.64,-1.84,0.00
-0.87,0.73,0.00
-2.13,1.75,0.00
-1.65,-0.79,0.00
1.08,-0.49,1.00
-0.38,-1.14,0.00
-0.08,-0.92,0.00
-0.80,1.09,0.00
-1.96,0.19,0.00
-1.32,-0.02,0.00
0.31,0.05,0.00
-2.21,-1.13,0.00
-1.77,-1.09,0.00
-0.74,0.92,0.00
1.03,-1.00,1.00
-1.45,-0.29,0.00
-0.66,-1.85,0.00
-1.10,0.58,0.00
-1.15,0.56,0.00
-0.52,0.37,0.00
-0.83,-1.45,0.00
-1.29,-1.07,0.00
-0.65,-2.27,0.00
-0.52,-0.18,0.00
-1.69,1.67,0.00
-1.28,-1.12,0.00
-0.40,0.71,0.00
0.11,-0.61,0.00
-0.80,0.71,0.00
-0.27,0.98,0.00
-1.23,-0.34,0.00
-0.72,-0.90,0.00
1.20,0.33,1.00
-1.28,-1.00,0.00
-0.45,-0.60,0.00
-0.17,-0.59,0.00
0.60,1.86,1.00
-1.24,-0.18,0.00
-0.69,-0.62,0.00
-1.18,0.93,0.00
-1.09,1.40,0.00
-1.53,-1.27,0.00
-0.87,0.34,0.00
-0.21,0.14,0.00
-0.98,-1.02,0.00
-1.33,0.73,0.00
-0.95,-1.86,0.00
-0.39,-0.94,0.00
-0.15,-0.40,0.00
-0.57,-1.10,0.00
-0.74,-0.89,0.00
-1.93,-0.01,0.00
-1.95,-2.24,0.00
-0.82,1.36,0.00
-1.13,-0.99,0.00
-0.51,0.84,0.00
-0.77,-0.46,0.00
-0.68,2.04,0.00
0.79,-1.77,1.00
0.93,1.71,1.00
-1.15,-1.02,0.00
-1.68,0.01,0.00
-0.67,1.78,0.00
-0.22,-0.27,0.00
-0.98,1.03,0.00
-0.76,-0.67,0.00
-1.58,1.82,0.00
-0.59,-0.70,0.00
-0.38,-0.15,0.00
-1.35,-0.30,0.00
-1.15,0.50,0.00
-2.11,-1.08,0.00
-0.36,-1.42,0.00
-1.23,1.16,0.00
-1.45,1.54,0.00
-0.76,2.69,0.00
1.29,-0.66,1.00
-0.86,-1.39,0.00
-0.90,-1.42,0.00
-1.24,0.39,0.00
-1.23,-1.22,0.00
-1.66,2.60,0.00
-1.24,-0.47,0.00
-1.59,1.38,0.00
-0.27,-0.50,0.00
-1.18,1.80,0.00
-1.40,-0.74,0.00
-1.03,0.69,0.00
-1.51,-0.75,0.00
-1.57,-1.01,0.00
0.96,-1.92,1.00
-1.05,-1.47,0.00
-0.87,-0.21,0.00
1.33,0.85,1.00
-1.11,-2.35,0.00
-0.80,1.45,0.00
-1.58,-1.69,0.00
-0.93,0.80,0.00
-0.54,-1.46,0.00
-1.22,1.12,0.00
-0.53,-0.58,0.00
-0.88,0.26,0.00
-1.70,1.33,0.00
-1.12,0.52,0.00
-1.56,-2.31,0.00
-2.21,1.83,0.00
-1.28,1.08,0.00
-1.34,0.46,0.00
0.70,-2.31,1.00
1.10,-0.75,1.00
-0.48,0.17,0.00
1.16,-0.79,1.00
-2.00,-1.38,0.00
-0.75,1.66,0.00
-0.70,-1.66,0.00
-0.99,2.63,0.00
-0.73,-2.05,0.00
-1.66,2.57,0.00
0.94,-2.38,1.00
-1.51,-0.59,0.00
-2.07,-0.91,0.00
-1.33,-0.93,0.00
-0.88,-1.03,0.00
-1.88,-1.56,0.00
-0.99,0.64,0.00
0.20,1.14,0.00
-0.84,1.20,0.00
-1.81,-1.57,0.00
-0.84,0.45,0.00
-1.96,-1.05,0.00
-0.80,-1.62,0.00
-0.25,0.63,0.00
-1.14,1.87,0.00
-1.66,1.37,0.00
-0.90,1.34,0.00
-1.07,-1.37,0.00
-1.48,0.82,0.00
-1.28,1.51,0.00
-1.81,-0.56,0.00
-0.69,1.37,0.00
-1.66,0.46,0.00
-1.03,-0.39,0.00
-0.75,1.77,0.00
-0.50,0.30,0.00
-0.01,1.50,0.00
-1.20,1.40,0.00
-1.31,-1.06,0.00
-1.88,1.47,0.00
-0.92,1.03,0.00
-1.59,0.44,0.00
-1.43,-0.16,0.00
-0.82,-1.30,0.00
-0.12,1.81,0.00
-0.26,0.06,0.00
-0.75,1.23,0.00
0.01,1.02,0.00
1.09,0.95,1.00
-1.27,-1.67,0.00
-0.95,-0.36,0.00
-0.85,1.31,0.00
-0.50,1.61,0.00
-0.93,1.29,0.00
-1.17,0.98,0.00
-1.23,-1.46,0.00
-1.11,-0.79,0.00
-1.04,1.12,0.00
-1.16,0.91,0.00
-0.03,1.71,0.00
-0.91,-1.02,0.00
-1.40,-1.77,0.00
-1.07,1.07,0.00
-0.36,-0.93,0.00
-1.15,2.24,0.00
-1.86,0.25,0.00
-0.54,-1.17,0.00
-1.06,-2.19,0.00
-0.56,1.24,0.00
-0.99,-1.37,0.00
-0.49,-0.59,0.00
0.94,-1.07,1.00
-1.08,1.16,0.00
-0.13,-0.38,0.00
-1.11,1.63,0.00
-0.91,-0.96,0.00
-0.45,0.03,0.00
-1.24,-0.04,0.00
0.96,-2.21,1.00
-1.61,0.54,0.00
-1.86,-0.35,0.00
-0.35,1.95,0.00
-0.68,1.20,0.00
-2.15,2.04,0.00
-0.95,1.57,0.00
-0.32,-0.29,0.00
-1.19,1.02,0.00
-1.47,-2.34,0.00
-1.46,-0.82,0.00
-1.23,-0.71,0.00
-0.62,-1.94,0.00
-0.52,-0.07,0.00
-1.10,-0.99,0.00
-1.49,-0.83,0.00
-0.74,-0.68,0.00
-1.54,-0.90,0.00
-0.46,0.06,0.00
-1.05,-1.12,0.00
-1.62,-0.91,0.00
-0.32,-1.98,0.00
-1.55,-1.16,0.00
-0.20,-1.90,0.00
-1.29,-1.27,0.00
-1.21,-1.35,0.00
-0.94,-1.96,0.00
-1.25,-0.79,0.00
-0.32,0.76,0.00
-0.82,-1.01,0.00
-1.37,2.38,0.00
0.62,-0.30,0.00
-0.46,0.86,0.00
-0.26,-0.39,0.00
1.14,-1.25,1.00
-1.44,-0.67,0.00
-0.37,-0.82,0.00
-0.32,0.80,0.00
0.61,1.82,1.00
-1.13,0.65,0.00
-1.19,-0.06,0.00
-0.60,1.79,0.00
-0.95,-0.22,0.00
-1.29,-1.87,0.00
-0.50,1.23,0.00
-1.75,0.91,0.00
-1.38,3.39,0.00
-0.74,-0.41,0.00
0.56,-0.72,0.00
-1.45,-2.13,0.00
-0.22,-0.67,0.00
-1.36,-0.95,0.00
-0.41,-1.32,0.00
-1.11,-0.62,0.00
-0.53,-1.18,0.00
-2.00,-1.61,0.00
1.14,0.59,1.00
-0.85,1.18,0.00
-0.34,0.99,0.00
0.95,1.17,1.00
-0.79,1.60,0.00
-0.78,0.96,0.00
-0.75,0.54,0.00
1.16,-0.48,1.00
-1.18,1.54,0.00
0.31,-0.56,0.00
-0.89,0.03,0.00
-1.20,-1.10,0.00
-1.87,-1.33,0.00
-1.37,0.87,0.00
0.94,-0.77,1.00
1.07,-1.11,1.00
-1.53,-1.58,0.00
-0.20,-1.72,0.00
-0.96,-0.78,0.00
1.10,-0.78,1.00
-0.82,1.77,0.00
-1.33,0.76,0.00
-0.94,-0.40,0.00
1.17,0.64,1.00
-0.39,0.29,0.00
-1.55,1.23,0.00
-1.00,-0.40,0.00
-0.02,-1.99,0.00
-1.02,0.48,0.00
-1.22,1.01,0.00
-0.70,-0.40,0.00
-0.62,-1.19,0.00
-1.26,-0.20,0.00
-1.24,1.97,0.00
-0.93,0.35,0.00
-0.60,-1.53,0.00
1.21,0.61,1.00
-1.13,0.84,0.00
-0.55,-0.10,0.00
-0.89,-1.67,0.00
-1.30,-0.36,0.00
-1.19,0.70,0.00
-0.48,0.40,0.00
-1.47,-1.43,0.00
-0.81,-1.60,0.00
-0.95,-0.83,0.00
-1.02,1.28,0.00
-1.95,-1.72,0.00
-1.53,1.77,0.00
-1.00,1.29,0.00
-1.62,1.24,0.00
-1.48,1.63,0.00
